performance_id,date_key,store_key,temp_category_key,weekly_sales,temperature,fuel_price,cpi,unemployment,holiday_flag
46,-1,1,2,1891034.93,49.84,2.869,211.4053124,7.838,0
47,-1,1,3,2387950.2,52.33,2.886,211.4051222,7.838,0
48,-1,1,2,1367320.01,48.43,2.943,211.4049321,7.838,1
49,20110701,1,2,1444732.28,48.27,2.976,211.4047419,7.742,0
50,-1,1,2,1391013.96,35.4,2.983,211.4574109,7.742,0
51,-1,1,2,1327405.42,44.04,3.016,211.8272343,7.742,0
52,-1,1,2,1316899.31,43.83,3.01,212.1970577,7.742,0
53,20110402,1,2,1606629.58,42.27,2.989,212.5668812,7.742,0
54,20111102,1,2,1649614.93,36.39,3.022,212.9367046,7.742,1
55,-1,1,3,1686842.78,57.36,3.045,213.2478853,7.742,0
56,-1,1,3,1456800.28,62.9,3.065,213.535609,7.742,0
57,20110403,1,3,1636263.41,59.58,3.288,213.8233327,7.742,0
58,20111103,1,3,1553191.63,53.56,3.459,214.1110564,7.742,0
59,-1,1,3,1576818.06,62.76,3.488,214.3627114,7.742,0
60,-1,1,3,1541102.38,69.97,3.473,214.5999389,7.742,0
61,20110104,1,3,1495064.75,59.17,3.524,214.8371664,7.682,0
62,20110804,1,3,1614259.35,67.84,3.622,215.0743939,7.682,0
63,-1,1,4,1559889.0,71.27,3.743,215.2918561,7.682,0
64,-1,1,4,1564819.81,72.99,3.807,215.4599053,7.682,0
65,-1,1,4,1455090.69,72.03,3.81,215.6279544,7.682,0
66,20110605,1,3,1629391.28,64.61,3.906,215.7960035,7.682,0
67,-1,1,4,1604775.58,75.64,3.899,215.9640526,7.682,0
68,-1,1,3,1428218.27,67.63,3.907,215.7339202,7.682,0
69,-1,1,4,1466046.67,77.72,3.786,215.5037878,7.682,0
70,20110306,1,4,1635078.41,83.0,3.699,215.2736553,7.682,0
71,20111006,1,4,1588948.32,83.13,3.648,215.0435229,7.682,0
72,-1,1,5,1532114.86,86.41,3.637,214.9980596,7.682,0
73,-1,1,4,1438830.15,83.58,3.594,215.0910982,7.682,0
74,20110107,1,5,1488538.09,85.55,3.524,215.1841368,7.962,0
75,20110807,1,5,1534849.64,85.83,3.48,215.2771754,7.962,0
76,-1,1,5,1455119.97,88.54,3.575,215.3611087,7.962,0
77,-1,1,5,1396926.82,85.77,3.651,215.4222784,7.962,0
78,-1,1,5,1352219.79,86.83,3.682,215.4834482,7.962,0
79,20110508,1,5,1624383.75,91.65,3.684,215.544618,7.962,0
80,20111208,1,5,1525147.09,90.76,3.638,215.6057878,7.962,0
81,-1,1,5,1530761.43,89.94,3.554,215.6693107,7.962,0
82,-1,1,5,1464693.46,87.96,3.523,215.7332258,7.962,0
83,20110209,1,5,1550229.22,87.83,3.533,215.7971409,7.962,0
84,20110909,1,4,1540471.24,76.0,3.546,215.861056,7.962,1
85,-1,1,4,1514259.78,79.94,3.526,216.0410526,7.962,0
86,-1,1,4,1380020.27,75.8,3.467,216.3758246,7.962,0
87,-1,1,4,1394561.83,79.69,3.355,216.7105965,7.962,0
88,20110710,1,3,1630989.95,69.31,3.285,217.0453684,7.866,0
89,-1,1,4,1493525.93,71.74,3.274,217.3552733,7.866,0
90,-1,1,3,1502562.78,63.71,3.353,217.5159762,7.866,0
91,-1,1,3,1445249.09,66.57,3.372,217.6766791,7.866,0
92,20110411,1,3,1697229.58,54.98,3.332,217.837382,7.866,0
93,20111111,1,3,1594938.89,59.11,3.297,217.9980849,7.866,0
94,-1,1,3,1539483.7,62.25,3.308,218.2205088,7.866,0
95,-1,1,3,2033320.66,60.14,3.236,218.4676211,7.866,1
96,20110212,1,2,1584083.95,48.91,3.172,218.7147333,7.866,0
97,20110912,1,2,1799682.38,43.93,3.158,218.9618456,7.866,0
98,-1,1,3,1881176.67,51.63,3.159,219.1794533,7.866,0
99,-1,1,2,2270188.99,47.96,3.112,219.3577216,7.866,0
100,-1,1,2,1497462.72,44.55,3.129,219.5359898,7.866,1
101,20120601,1,2,1550369.92,49.01,3.157,219.7142581,7.348,0
102,-1,1,2,1459601.17,48.53,3.261,219.8925263,7.348,0
103,-1,1,3,1394393.84,54.11,3.268,219.9856893,7.348,0
104,-1,1,3,1319325.59,54.26,3.29,220.0788523,7.348,0
105,20120302,1,3,1636339.65,56.55,3.36,220.1720153,7.348,0
106,20121002,1,2,1802477.43,48.02,3.409,220.2651783,7.348,1
107,-1,1,2,1819870.0,45.32,3.51,220.4257586,7.348,0
108,-1,1,3,1539387.83,57.25,3.555,220.636902,7.348,0
109,20120203,1,3,1688420.76,60.96,3.63,220.8480454,7.348,0
110,20120903,1,3,1675431.16,58.76,3.669,221.0591887,7.348,0
111,-1,1,3,1677472.78,64.74,3.734,221.2118132,7.348,0
112,-1,1,3,1511068.07,65.93,3.787,221.2864126,7.348,0
113,-1,1,3,1649604.63,67.61,3.845,221.3610119,7.348,0
114,20120604,1,4,1899676.88,70.43,3.891,221.4356112,7.143,0
115,-1,1,3,1621031.7,69.07,3.891,221.5102105,7.143,0
116,-1,1,3,1521577.87,66.76,3.877,221.5640737,7.143,0
117,-1,1,3,1468928.37,67.23,3.814,221.6179368,7.143,0
118,20120405,1,4,1684519.99,75.55,3.749,221.6718,7.143,0
119,20121105,1,4,1611096.05,73.77,3.688,221.7256632,7.143,0
120,-1,1,4,1595901.87,70.33,3.63,221.742674,7.143,0
121,-1,1,4,1555444.55,77.22,3.561,221.744944,7.143,0
122,20120106,1,4,1624477.58,77.95,3.501,221.7472139,7.143,0
123,20120806,1,4,1697230.96,78.3,3.452,221.7494839,7.143,0
124,-1,1,4,1630607.0,79.35,3.393,221.7626421,7.143,0
125,-1,1,4,1527845.81,78.39,3.346,221.8030211,7.143,0
126,-1,1,4,1540421.49,84.88,3.286,221.8434,7.143,0
127,20120607,1,4,1769854.16,81.57,3.227,221.8837789,6.908,0
128,-1,1,4,1527014.04,77.12,3.256,221.9241579,6.908,0
129,-1,1,4,1497954.76,80.42,3.311,221.9327267,6.908,0
130,-1,1,4,1439123.71,82.66,3.407,221.9412954,6.908,0
131,20120308,1,5,1631135.79,86.11,3.417,221.9498642,6.908,0
132,20121008,1,5,1592409.97,85.05,3.494,221.9584329,6.908,0
133,-1,1,4,1597868.05,84.85,3.571,222.0384109,6.908,0
134,-1,1,4,1494122.38,77.66,3.62,222.1719457,6.908,0
135,-1,1,4,1582083.4,80.49,3.638,222.3054805,6.908,0
136,20120709,1,4,1661767.33,83.96,3.73,222.4390153,6.908,1
137,-1,1,4,1517428.87,74.97,3.717,222.5820193,6.908,0
138,-1,1,3,1506126.06,69.87,3.721,222.7818386,6.908,0
139,-1,1,4,1437059.26,76.08,3.666,222.9816579,6.908,0
140,20120510,1,3,1670785.97,68.55,3.617,223.1814772,6.573,0
141,20121210,1,3,1573072.81,62.99,3.601,223.3812965,6.573,0
142,-1,1,3,1508068.77,67.97,3.594,223.4257233,6.573,0
143,-1,1,3,1493659.74,69.16,3.506,223.4442513,6.573,0
144,20100502,2,2,2136989.46,40.19,2.572,210.7526053,8.324,0
145,20101202,2,2,2137809.5,38.49,2.548,210.8979935,8.324,1
146,-1,2,2,2124451.54,39.69,2.514,210.9451605,8.324,0
147,-1,2,2,1865097.27,46.1,2.561,210.9759573,8.324,0
148,20100503,2,2,1991013.13,47.17,2.625,211.0067542,8.324,0
149,20101203,2,3,1990483.78,57.56,2.667,211.037551,8.324,0
150,-1,2,3,1946070.88,54.52,2.72,210.8733316,8.324,0
151,-1,2,3,1750197.81,51.26,2.732,210.6766095,8.324,0
152,20100204,2,3,2066187.72,63.27,2.719,210.4798874,8.2,0
153,20100904,2,3,1954689.21,65.41,2.77,210.2831653,8.2,0
154,-1,2,3,1874957.94,68.07,2.808,210.1495463,8.2,0
155,-1,2,3,1821990.93,65.11,2.795,210.1000648,8.2,0
156,-1,2,3,1802450.29,66.98,2.78,210.0505833,8.2,0
157,20100705,2,4,2042581.71,71.28,2.835,210.0011018,8.2,0
158,-1,2,4,1880752.36,73.31,2.854,209.9984585,8.2,0
159,-1,2,4,1896937.1,74.83,2.826,210.2768443,8.2,0
160,-1,2,4,1957113.89,81.13,2.759,210.5552301,8.2,0
161,20100406,2,4,2102539.93,81.81,2.705,210.833616,8.2,0
162,20101106,2,4,2025538.76,83.4,2.668,211.1120018,8.2,0
163,-1,2,5,2001636.96,85.81,2.637,211.1096543,8.2,0
164,-1,2,5,1939927.09,86.26,2.653,210.9950134,8.2,0
165,20100207,2,4,2003940.64,82.74,2.669,210.8803726,8.099,0
166,20100907,2,4,1880902.62,82.59,2.642,210.7657317,8.099,0
167,-1,2,5,1845879.79,85.32,2.623,210.7577954,8.099,0
168,-1,2,5,1781717.71,87.66,2.608,210.8921319,8.099,0
169,-1,2,4,1804246.16,83.49,2.64,211.0264684,8.099,0
170,20100608,2,5,1991909.98,89.53,2.627,211.1608049,8.099,0
171,-1,2,5,1895601.05,89.05,2.692,211.2951413,8.099,0
172,-1,2,5,1964335.23,88.7,2.664,211.2596586,8.099,0
173,-1,2,5,1863840.49,87.12,2.619,211.2241759,8.099,0
174,20100309,2,4,1904608.09,81.83,2.577,211.1886931,8.099,0
175,20101009,2,4,1839128.83,79.09,2.565,211.1532104,8.099,1
176,-1,2,4,1793903.6,82.05,2.582,211.1806415,8.099,0
177,-1,2,4,1724557.22,81.79,2.624,211.2552578,8.099,0
178,20100110,2,3,1827440.43,69.24,2.603,211.3298742,8.163,0
179,20100810,2,3,1849921.44,63.19,2.633,211.4044906,8.163,0
180,-1,2,3,1794355.49,65.8,2.72,211.4713286,8.163,0
181,-1,2,3,1737947.64,68.5,2.725,211.5187208,8.163,0
182,-1,2,3,1802755.11,66.24,2.716,211.5661131,8.163,0
183,20100511,2,3,1939061.41,57.85,2.689,211.6135053,8.163,0
184,20101211,2,3,1916812.74,59.69,2.728,211.6608975,8.163,0
185,-1,2,3,1956739.17,50.81,2.771,211.5470304,8.163,0
186,-1,2,3,2658725.29,62.98,2.735,211.4062867,8.163,1
187,20100312,2,2,2015781.27,49.33,2.708,211.265543,8.163,0
188,20101012,2,2,2378726.55,45.5,2.843,211.1247993,8.163,0
189,-1,2,2,2609166.75,47.55,2.869,211.0645458,8.163,0
190,-1,2,2,3436007.68,49.97,2.886,211.0646599,8.163,0
191,-1,2,2,1750434.55,47.3,2.943,211.064774,8.163,1
192,20110701,2,2,1758050.79,44.69,2.976,211.0648881,8.028,0
193,-1,2,2,1744193.58,33.02,2.983,211.1176713,8.028,0
194,-1,2,2,1751384.9,41.4,3.016,211.4864691,8.028,0
195,-1,2,2,1695371.68,42.83,3.01,211.8552668,8.028,0
196,20110402,2,2,1929346.23,38.25,2.989,212.2240646,8.028,0
197,20111102,2,2,2168041.61,33.19,3.022,212.5928624,8.028,1
198,-1,2,3,2080884.82,57.83,3.045,212.9033115,8.028,0
199,-1,2,3,1833511.08,60.8,3.065,213.190421,8.028,0
200,20110403,2,3,1981607.78,57.77,3.288,213.4775305,8.028,0
201,20111103,2,3,1879107.31,52.7,3.459,213.7646401,8.028,0
202,-1,2,3,1902557.66,62.32,3.488,214.0156238,8.028,0
203,-1,2,3,1766162.05,69.42,3.473,214.2521573,8.028,0
204,20110104,2,3,1800171.36,55.43,3.524,214.4886908,7.931,0
205,20110804,2,3,1847552.61,67.0,3.622,214.7252242,7.931,0
206,-1,2,3,1856467.84,69.48,3.743,214.9420631,7.931,0
207,-1,2,3,1886339.6,69.39,3.807,215.1096657,7.931,0
208,-1,2,3,1745545.28,69.21,3.81,215.2772683,7.931,0
209,20110605,2,3,1837743.6,61.48,3.906,215.4448709,7.931,0
210,-1,2,4,1838513.07,74.61,3.899,215.6124735,7.931,0
211,-1,2,3,1688281.86,67.14,3.907,215.3834778,7.931,0
212,-1,2,4,1797732.56,76.42,3.786,215.1544822,7.931,0
213,20110306,2,4,1933756.21,83.07,3.699,214.9254865,7.931,0
214,20111006,2,4,1929153.16,83.4,3.648,214.6964908,7.931,0
215,-1,2,5,1953771.99,86.53,3.637,214.6513538,7.931,0
216,-1,2,5,1790925.8,85.17,3.594,214.7441108,7.931,0
217,20110107,2,5,1866243.0,85.69,3.524,214.8368678,7.852,0
218,20110807,2,5,1853161.99,87.7,3.48,214.9296249,7.852,0
219,-1,2,5,1785187.29,89.83,3.575,215.0134426,7.852,0
220,-1,2,5,1743816.41,89.34,3.651,215.0749122,7.852,0
221,-1,2,5,1680693.06,90.07,3.682,215.1363819,7.852,0
222,20110508,2,5,1876704.26,93.34,3.684,215.1978515,7.852,0
223,20111208,2,5,1812768.26,91.58,3.638,215.2593211,7.852,0
224,-1,2,5,1844094.59,89.86,3.554,215.3229307,7.852,0
225,-1,2,5,1821139.91,90.45,3.523,215.386897,7.852,0
226,20110209,2,5,1809119.7,89.64,3.533,215.4508632,7.852,0
227,20110909,2,4,1748000.65,77.97,3.546,215.5148295,7.852,1
228,-1,2,4,1691439.52,78.85,3.526,215.6944378,7.852,0
229,-1,2,4,1669299.78,75.58,3.467,216.0282356,7.852,0
230,-1,2,4,1650394.44,78.14,3.355,216.3620333,7.852,0
231,20110710,2,3,1837553.43,69.92,3.285,216.6958311,7.441,0
232,-1,2,4,1743882.19,71.67,3.274,217.0048261,7.441,0
233,-1,2,3,1834680.25,64.53,3.353,217.1650042,7.441,0
234,-1,2,3,1769296.25,65.87,3.372,217.3251824,7.441,0
235,20110411,2,3,1959707.9,55.53,3.332,217.4853605,7.441,0
236,20111111,2,3,1920725.15,59.33,3.297,217.6455387,7.441,0
237,-1,2,3,1902762.5,62.01,3.308,217.8670218,7.441,0
238,-1,2,3,2614202.3,56.36,3.236,218.1130269,7.441,1
239,20110212,2,2,1954952.0,48.74,3.172,218.3590319,7.441,0
240,20110912,2,2,2290549.32,41.76,3.158,218.605037,7.441,0
241,-1,2,3,2432736.52,50.13,3.159,218.8217928,7.441,0
242,-1,2,2,3224369.8,46.66,3.112,218.9995495,7.441,0
243,-1,2,2,1874226.52,44.57,3.129,219.1773063,7.441,1
244,20120601,2,2,1799520.14,46.75,3.157,219.355063,7.057,0
245,-1,2,2,1744725.48,45.99,3.261,219.5328198,7.057,0
246,-1,2,3,1711769.11,51.7,3.268,219.6258417,7.057,0
247,-1,2,3,1660906.14,50.5,3.29,219.7188636,7.057,0
248,20120302,2,3,1935299.94,55.21,3.36,219.8118854,7.057,0
249,20121002,2,2,2103322.68,46.98,3.409,219.9049073,7.057,1
250,-1,2,2,2196688.46,43.82,3.51,220.0651993,7.057,0
251,-1,2,3,1861802.7,54.63,3.555,220.275944,7.057,0
252,20120203,2,3,1952555.66,58.79,3.63,220.4866886,7.057,0
253,20120903,2,3,1937628.26,57.11,3.669,220.6974332,7.057,0
254,-1,2,3,1976082.13,63.68,3.734,220.8498468,7.057,0
255,-1,2,3,1790439.16,64.01,3.787,220.9244858,7.057,0
256,-1,2,3,1857480.84,66.83,3.845,220.9991248,7.057,0
257,20120604,2,3,2129035.91,68.43,3.891,221.0737638,6.891,0
258,-1,2,3,1935869.1,68.08,3.891,221.1484028,6.891,0
259,-1,2,3,1847344.45,65.69,3.877,221.2021074,6.891,0
260,-1,2,3,1764133.09,67.2,3.814,221.255812,6.891,0
261,20120405,2,4,1923957.09,76.73,3.749,221.3095166,6.891,0
262,20121105,2,4,1917520.99,73.87,3.688,221.3632212,6.891,0
263,-1,2,4,2000940.67,71.27,3.63,221.380331,6.891,0
264,-1,2,4,1912791.09,78.19,3.561,221.3828029,6.891,0
265,20120106,2,4,1910092.37,78.38,3.501,221.3852748,6.891,0
266,20120806,2,4,2010216.49,78.69,3.452,221.3877467,6.891,0
267,-1,2,4,1962924.3,80.56,3.393,221.4009901,6.891,0
268,-1,2,4,1887733.21,81.04,3.346,221.4411622,6.891,0
269,-1,2,5,1881046.12,86.32,3.286,221.4813343,6.891,0
270,20120607,2,4,2041507.4,84.2,3.227,221.5215064,6.565,0
271,-1,2,4,1830075.13,80.17,3.256,221.5616784,6.565,0
272,-1,2,4,1819666.46,83.23,3.311,221.5701123,6.565,0
273,-1,2,5,1757923.88,86.37,3.407,221.5785461,6.565,0
274,20120308,2,5,1946104.64,90.22,3.417,221.5869799,6.565,0
275,20121008,2,5,1866719.96,88.55,3.494,221.5954138,6.565,0
276,-1,2,4,1928016.01,84.79,3.571,221.6751459,6.565,0
277,-1,2,4,1876788.15,76.91,3.62,221.8083518,6.565,0
278,-1,2,4,1947083.3,82.64,3.638,221.9415576,6.565,0
279,20120709,2,5,1898777.07,87.65,3.73,222.0747635,6.565,1
280,-1,2,4,1814806.63,75.88,3.717,222.2174395,6.565,0
281,-1,2,4,1829415.67,71.09,3.721,222.4169362,6.565,0
282,-1,2,4,1746470.56,79.45,3.666,222.6164329,6.565,0
283,20120510,2,4,1998321.04,70.27,3.617,222.8159296,6.17,0
284,20121210,2,3,1900745.13,60.97,3.601,223.0154263,6.17,0
285,-1,2,3,1847990.41,68.08,3.594,223.0598077,6.17,0
286,-1,2,3,1834458.35,69.79,3.506,223.0783366,6.17,0
287,20100502,3,2,461622.22,45.71,2.572,214.4248812,7.368,0
288,20101202,3,2,420728.96,47.93,2.548,214.5747916,7.368,1
289,-1,3,2,421642.19,47.07,2.514,214.6198868,7.368,0
290,-1,3,3,407204.86,52.05,2.561,214.6475127,7.368,0
291,20100503,3,3,415202.04,53.04,2.625,214.6751386,7.368,0
292,20101203,3,3,384200.69,63.08,2.667,214.7027646,7.368,0
293,-1,3,3,375328.59,60.42,2.72,214.5301219,7.368,0
294,-1,3,3,359949.27,57.06,2.732,214.3241011,7.368,0
295,20100204,3,3,423294.4,65.56,2.719,214.1180803,7.343,0
296,20100904,3,3,415870.28,68.0,2.77,213.9120595,7.343,0
297,-1,3,3,354993.26,66.98,2.808,213.7726889,7.343,0
298,-1,3,3,339976.65,67.87,2.795,213.7221852,7.343,0
299,-1,3,4,361248.39,70.24,2.78,213.6716815,7.343,0
300,20100705,3,4,399323.86,73.47,2.835,213.6211778,7.343,0
301,-1,3,4,384357.94,77.18,2.854,213.6196139,7.343,0
302,-1,3,4,343763.17,75.81,2.826,213.9116886,7.343,0
303,-1,3,4,350089.23,78.6,2.759,214.2037634,7.343,0
304,20100406,3,4,396968.8,78.53,2.705,214.4958382,7.343,0
305,20101106,3,4,355017.09,82.1,2.668,214.787913,7.343,0
306,-1,3,4,364076.85,83.52,2.637,214.7858259,7.343,0
307,-1,3,4,357346.48,83.79,2.653,214.6660741,7.343,0
308,20100207,3,4,381151.72,82.2,2.669,214.5463222,7.346,0
309,20100907,3,4,349214.18,81.75,2.642,214.4265704,7.346,0
310,-1,3,4,352728.78,84.32,2.623,214.4176476,7.346,0
311,-1,3,4,352864.49,83.32,2.608,214.5564968,7.346,0
312,-1,3,4,347955.05,82.04,2.64,214.695346,7.346,0
313,20100608,3,5,402635.76,85.13,2.627,214.8341952,7.346,0
314,-1,3,5,339597.38,86.74,2.692,214.9730444,7.346,0
315,-1,3,5,351728.21,88.02,2.664,214.9314191,7.346,0
316,-1,3,5,362134.09,86.15,2.619,214.8897938,7.346,0
317,20100309,3,4,366473.97,84.16,2.577,214.8481685,7.346,0
318,20101009,3,4,352260.97,80.84,2.565,214.8065431,7.346,1
319,-1,3,4,363064.64,82.36,2.582,214.8322484,7.346,0
320,-1,3,4,355626.87,76.9,2.624,214.9084516,7.346,0
321,20100110,3,4,358784.1,73.6,2.603,214.9846548,7.564,0
322,20100810,3,3,395107.35,66.99,2.633,215.060858,7.564,0
323,-1,3,3,345584.39,69.71,2.72,215.1293114,7.564,0
324,-1,3,4,348895.98,71.64,2.725,215.17839,7.564,0
325,-1,3,4,348591.74,72.04,2.716,215.2274686,7.564,0
326,20100511,3,3,423175.56,62.94,2.689,215.2765472,7.564,0
327,20101211,3,3,386635.03,62.79,2.728,215.3256258,7.564,0
328,-1,3,3,372545.32,57.72,2.771,215.2074519,7.564,0
329,-1,3,3,565567.84,68.71,2.735,215.0614025,7.564,1
330,20100312,3,3,476420.77,53.76,2.708,214.9153531,7.564,0
331,20101012,3,3,467642.03,51.13,2.843,214.7693037,7.564,0
332,-1,3,3,498159.39,52.2,2.869,214.704919,7.564,0
333,-1,3,3,605990.41,57.16,2.886,214.7017828,7.564,0
334,-1,3,3,382677.76,53.2,2.943,214.6986466,7.564,1
335,20110701,3,3,378241.34,53.35,2.976,214.6955104,7.551,0
336,-1,3,2,381061.1,44.76,2.983,214.7470729,7.551,0
337,-1,3,3,350876.7,50.74,3.016,215.1268275,7.551,0
338,-1,3,2,364866.24,48.71,3.01,215.5065821,7.551,0
339,20110402,3,2,438516.53,45.95,2.989,215.8863367,7.551,0
340,20111102,3,2,430526.21,43.57,3.022,216.2660913,7.551,1
341,-1,3,3,432782.1,61.58,3.045,216.5843571,7.551,0
342,-1,3,3,397211.19,67.4,3.065,216.8780275,7.551,0
343,20110403,3,3,437084.51,65.11,3.288,217.1716979,7.551,0
344,20111103,3,3,404753.3,61.29,3.459,217.4653683,7.551,0
345,-1,3,3,392109.51,69.47,3.488,217.7235226,7.551,0
346,-1,3,4,380683.67,72.94,3.473,217.9674705,7.551,0
347,20110104,3,3,374556.08,68.76,3.524,218.2114184,7.574,0
348,20110804,3,4,384075.31,72.55,3.622,218.4553663,7.574,0
349,-1,3,4,366250.69,75.88,3.743,218.6788642,7.574,0
350,-1,3,4,391860.04,76.91,3.807,218.851237,7.574,0
351,-1,3,4,367405.4,78.69,3.81,219.0236099,7.574,0
352,20110605,3,3,413042.12,69.45,3.906,219.1959827,7.574,0
353,-1,3,4,386312.68,79.87,3.899,219.3683556,7.574,0
354,-1,3,4,364603.13,75.79,3.907,219.127216,7.574,0
355,-1,3,4,369350.6,84.41,3.786,218.8860765,7.574,0
356,20110306,3,4,394507.84,84.29,3.699,218.6449369,7.574,0
357,20111006,3,4,391638.75,84.84,3.648,218.4037974,7.574,0
358,-1,3,5,403423.34,86.96,3.637,218.3551748,7.574,0
359,-1,3,4,385520.71,84.94,3.594,218.45094,7.574,0
360,20110107,3,5,368962.72,85.1,3.524,218.5467052,7.567,0
361,20110807,3,5,395146.24,85.38,3.48,218.6424704,7.567,0
362,-1,3,5,373454.33,87.14,3.575,218.7275216,7.567,0
363,-1,3,5,360617.37,86.19,3.651,218.7857881,7.567,0
364,-1,3,5,345381.29,88.07,3.682,218.8440545,7.567,0
365,20110508,3,5,409981.25,88.45,3.684,218.9023209,7.567,0
366,20111208,3,5,380376.85,88.88,3.638,218.9605873,7.567,0
367,-1,3,5,379716.91,88.44,3.554,219.023271,7.567,0
368,-1,3,5,366367.55,87.67,3.523,219.0866908,7.567,0
369,20110209,3,5,375988.69,89.12,3.533,219.1501106,7.567,0
370,20110909,3,4,377347.49,81.72,3.546,219.2135305,7.567,1
371,-1,3,4,375629.51,83.63,3.526,219.3972867,7.567,0
372,-1,3,4,365248.94,80.19,3.467,219.7414914,7.567,0
373,-1,3,4,368477.93,82.58,3.355,220.085696,7.567,0
374,20110710,3,4,403342.4,75.54,3.285,220.4299007,7.197,0
375,-1,3,4,368282.57,73.75,3.274,220.7486167,7.197,0
376,-1,3,3,394976.36,69.03,3.353,220.9144005,7.197,0
377,-1,3,4,389540.62,71.04,3.372,221.0801842,7.197,0
378,20110411,3,3,459443.22,59.31,3.332,221.245968,7.197,0
379,20111111,3,3,407764.25,61.7,3.297,221.4117517,7.197,0
380,-1,3,3,398838.97,63.91,3.308,221.6432852,7.197,0
381,-1,3,3,556925.19,68.0,3.236,221.9011185,7.197,1
382,20110212,3,3,472511.32,54.97,3.172,222.1589519,7.197,0
383,20110912,3,2,468772.8,49.26,3.158,222.4167852,7.197,0
384,-1,3,3,510747.62,57.95,3.159,222.6426418,7.197,0
385,-1,3,3,551221.21,53.41,3.112,222.8258628,7.197,0
386,-1,3,2,410553.88,48.29,3.129,223.0090839,7.197,1
387,20120601,3,3,398178.21,52.42,3.157,223.1923049,6.833,0
388,-1,3,3,367438.62,51.86,3.261,223.3755259,6.833,0
389,-1,3,3,365818.61,56.2,3.268,223.4700552,6.833,0
390,-1,3,3,349518.1,58.06,3.29,223.5645845,6.833,0
391,20120302,3,3,424960.66,59.33,3.36,223.6591137,6.833,0
392,20121002,3,3,473292.47,51.65,3.409,223.753643,6.833,1
393,-1,3,3,475591.08,52.39,3.51,223.9170153,6.833,0
394,-1,3,3,418925.47,60.12,3.555,224.1320199,6.833,0
395,20120203,3,3,469752.56,61.65,3.63,224.3470245,6.833,0
396,20120903,3,3,445162.05,60.71,3.669,224.5620291,6.833,0
