sale_id,date_key,customer_key,product_key,payment_key,category_key,purchase_amount,discount_applied,rating,repeat_customer
230,20241201,230,14,3,436,467.2,0,1.0,1
231,20250130,231,9,1,437,245.36,1,5.0,1
232,20241125,232,13,3,439,430.43,1,1.0,0
233,20240622,233,7,2,438,385.97,0,5.0,1
234,20240424,234,15,4,439,63.23,1,1.0,1
235,20240527,235,10,2,436,269.74,1,5.0,0
236,20241225,236,4,4,439,186.16,0,1.0,0
237,20240212,237,12,4,439,13.3,1,4.0,0
238,20240813,238,15,4,439,116.99,1,4.0,0
239,20241212,239,12,3,439,209.97,1,3.0,0
240,20240701,240,5,3,436,339.06,1,5.0,1
241,20250102,241,11,1,437,141.76,0,4.0,0
242,20250131,242,5,4,436,250.34,0,4.0,1
243,20250125,243,4,3,439,268.85,1,4.0,1
244,20250110,244,7,1,438,241.37,0,2.0,0
245,20240224,245,2,3,436,494.22,0,4.0,0
246,20240512,246,7,3,438,182.01,0,1.0,0
247,20241101,247,14,3,436,343.24,0,3.0,1
248,20240704,248,15,4,439,25.74,1,5.0,0
249,20250116,249,7,1,438,459.57,1,2.0,1
250,20240630,250,10,4,436,177.41,1,3.0,1
251,20241019,251,11,3,437,132.08,1,1.0,1
252,20240807,252,10,4,436,380.11,0,2.0,1
253,20240226,253,5,1,436,239.25,0,5.0,1
254,20240721,254,15,4,439,26.73,1,1.0,1
255,20240608,255,7,1,438,204.11,0,3.0,0
256,20240816,256,8,1,437,195.83,0,5.0,0
257,20250206,257,8,3,437,382.19,1,3.0,0
258,20241218,258,15,2,439,388.73,0,5.0,1
259,20240417,259,15,2,439,103.69,0,3.0,1
260,20241016,260,16,4,437,266.07,1,1.0,1
261,20240824,261,14,4,436,59.94,0,1.0,1
262,20240613,262,15,1,439,426.68,0,2.0,1
263,20240326,263,4,2,439,102.83,1,1.0,1
264,20240218,264,1,2,438,441.27,1,1.0,1
265,20240624,265,1,3,438,228.82,1,1.0,1
266,20241102,266,8,4,437,30.67,1,1.0,0
267,20240604,267,9,3,437,333.59,0,1.0,1
268,20241114,268,7,2,438,264.07,0,3.0,0
269,20241210,269,2,3,436,421.05,1,2.0,0
270,20240515,270,14,1,436,450.8,0,2.0,0
271,20250202,271,9,1,437,390.16,1,4.0,0
272,20240904,272,10,4,436,330.83,0,1.0,1
273,20250107,273,15,2,439,491.49,0,3.0,1
274,20250116,274,2,1,436,52.25,0,2.0,0
275,20241020,275,13,3,439,291.03,0,1.0,1
276,20241102,276,14,3,436,224.99,0,2.0,1
277,20240412,277,14,2,436,208.7,0,2.0,1
278,20240911,278,5,3,436,279.02,0,5.0,1
279,20250110,279,5,3,436,423.17,1,3.0,1
280,20241123,280,16,2,437,162.97,1,5.0,0
281,20240502,281,9,4,437,225.65,0,3.0,1
282,20240514,282,5,2,436,242.09,0,2.0,0
283,20240817,283,2,3,436,354.14,0,2.0,1
284,20240311,284,12,3,439,442.27,1,5.0,1
285,20240303,285,10,1,436,485.2,0,2.0,1
286,20250204,286,16,2,437,368.78,0,2.0,1
287,20240519,287,14,1,436,223.81,0,4.0,0
288,20240906,288,16,3,437,97.58,1,3.0,0
289,20240809,289,2,2,436,299.1,0,4.0,0
290,20240831,290,12,1,439,378.33,0,5.0,1
291,20241122,291,3,1,438,42.51,0,2.0,0
292,20240530,292,13,3,439,11.36,0,4.0,1
293,20240427,293,2,2,436,344.29,1,2.0,0
294,20240326,294,13,4,439,126.3,1,2.0,0
295,20241230,295,5,2,436,275.27,1,1.0,1
296,20240315,296,1,1,438,490.84,1,5.0,1
297,20240418,297,15,3,439,187.09,0,5.0,1
298,20240409,298,10,2,436,270.48,0,2.0,0
299,20240620,299,15,4,439,127.91,0,3.0,1
300,20241102,300,15,3,439,77.37,1,5.0,1
301,20250123,301,14,1,436,146.77,0,4.0,1
302,20240920,302,6,2,438,101.65,0,1.0,0
303,20240211,303,11,3,437,86.95,0,4.0,0
304,20240827,304,15,4,439,112.33,1,3.0,0
305,20240421,305,10,1,436,427.35,0,3.0,0
306,20240312,306,16,4,437,238.4,0,5.0,0
307,20240521,307,1,1,438,171.43,0,5.0,0
308,20241021,308,5,3,436,487.19,1,2.0,1
309,20241211,309,5,1,436,54.08,0,1.0,1
310,20240401,310,1,3,438,88.96,0,3.0,0
311,20240603,311,4,2,439,243.47,0,3.0,0
312,20240625,312,4,1,439,166.78,0,2.0,1
313,20241122,313,2,1,436,161.33,0,3.0,0
314,20241207,314,3,3,438,446.89,0,4.0,1
315,20240421,315,7,2,438,76.18,0,2.0,1
316,20250114,316,7,4,438,152.44,1,1.0,0
317,20240924,317,9,4,437,422.4,0,5.0,1
318,20240710,318,2,1,436,265.27,1,3.0,0
319,20240525,319,15,1,439,384.82,1,4.0,0
320,20241126,320,16,2,437,52.5,0,1.0,0
321,20241013,321,13,1,439,360.47,1,2.0,0
322,20240727,322,9,4,437,104.91,1,4.0,1
323,20240820,323,15,3,439,402.53,0,2.0,1
324,20241117,324,11,4,437,281.55,1,3.0,1
325,20241224,325,3,2,438,196.41,1,3.0,1
326,20240702,326,4,1,439,255.67,1,5.0,1
327,20241125,327,5,1,436,40.99,1,2.0,0
328,20250126,328,16,1,437,353.16,0,1.0,0
329,20240502,329,8,2,437,330.48,1,3.0,0
330,20240306,330,2,1,436,226.38,1,5.0,1
331,20241126,331,16,4,437,464.46,1,3.0,0
332,20241008,332,15,1,439,486.96,0,5.0,1
333,20240515,333,8,1,437,288.81,1,1.0,0
334,20240228,334,12,1,439,357.49,1,5.0,1
335,20240924,335,6,4,438,468.91,0,5.0,1
336,20240716,336,9,2,437,241.72,0,4.0,1
337,20250126,337,3,3,438,312.73,1,3.0,0
338,20240516,338,3,4,438,371.57,0,3.0,0
339,20240809,339,16,2,437,128.88,1,3.0,0
340,20240430,340,3,1,438,260.66,0,3.0,0
341,20240715,341,16,2,437,158.9,0,1.0,0
342,20241225,342,16,1,437,119.37,1,3.0,0
343,20240420,343,3,4,438,113.23,0,4.0,1
344,20241123,344,9,3,437,234.84,0,5.0,1
345,20241110,345,10,2,436,447.87,0,1.0,1
346,20250205,346,9,2,437,412.38,0,1.0,0
347,20241112,347,2,2,436,442.77,1,3.0,0
348,20240325,348,5,4,436,480.13,0,2.0,0
349,20240724,349,2,3,436,25.74,0,5.0,1
350,20241204,350,10,1,436,418.11,1,5.0,0
351,20240810,351,14,4,436,309.58,1,3.0,0
352,20240811,352,1,4,438,263.04,0,2.0,0
353,20241013,353,8,1,437,28.59,0,1.0,1
354,20240309,354,15,2,439,485.22,0,5.0,1
355,20240224,355,7,1,438,221.22,1,1.0,0
356,20241215,356,4,4,439,223.44,0,2.0,0
357,20241030,357,6,1,438,104.61,1,2.0,1
358,20241125,358,12,3,439,392.85,1,3.0,0
359,20240415,359,1,2,438,392.57,1,1.0,0
360,20240403,360,8,2,437,296.46,1,1.0,0
361,20240420,361,12,2,439,399.76,0,3.0,0
362,20240210,362,15,1,439,390.72,1,2.0,0
363,20241120,363,13,3,439,212.18,1,1.0,1
364,20240325,364,12,3,439,287.71,1,4.0,0
365,20241023,365,15,4,439,34.73,1,5.0,0
366,20250125,366,15,4,439,253.48,1,1.0,1
367,20240414,367,2,1,436,42.35,1,4.0,0
368,20240607,368,13,3,439,20.36,1,2.0,1
369,20241008,369,11,4,437,183.24,1,3.0,1
370,20240709,370,12,3,439,156.84,0,2.0,0
371,20241225,371,6,4,438,122.61,1,5.0,1
372,20241019,372,14,1,436,65.46,1,5.0,0
373,20241129,373,10,3,436,141.7,0,1.0,0
374,20240915,374,1,2,438,444.77,0,3.0,0
375,20250204,375,8,4,437,270.13,0,4.0,1
376,20240703,376,10,2,436,310.47,0,2.0,1
377,20241127,377,3,4,438,226.0,0,2.0,1
378,20241208,378,13,1,439,69.53,0,1.0,1
379,20241122,379,7,3,438,385.96,1,1.0,0
380,20250127,380,15,3,439,411.85,1,2.0,1
381,20241112,381,5,1,436,460.79,1,5.0,0
382,20240718,382,13,4,439,328.18,1,5.0,0
383,20241220,383,1,1,438,182.18,0,2.0,1
384,20240723,384,16,4,437,251.5,0,2.0,1
385,20240820,385,3,1,438,143.58,0,1.0,1
386,20240518,386,4,1,439,41.76,0,2.0,1
387,20250110,387,1,3,438,264.06,0,3.0,1
388,20240210,388,1,3,438,271.52,0,1.0,0
389,20241001,389,10,2,436,188.54,1,3.0,1
390,20240308,390,8,3,437,32.43,0,4.0,1
391,20240305,391,16,4,437,454.88,0,2.0,1
392,20240402,392,10,3,436,471.86,1,5.0,0
393,20250127,393,15,4,439,318.57,1,5.0,1
394,20240213,394,7,4,438,347.17,1,5.0,1
395,20240906,395,1,1,438,380.88,0,3.0,1
396,20250115,396,15,4,439,387.5,1,5.0,1
397,20240420,397,3,4,438,273.04,0,2.0,0
398,20250130,398,11,2,437,255.85,0,1.0,0
399,20241228,399,9,2,437,165.2,1,4.0,1
400,20240301,400,2,4,436,476.55,0,3.0,0
401,20240926,401,1,1,438,226.16,1,1.0,0
402,20240524,402,9,3,437,394.03,1,4.0,1
403,20240801,403,8,1,437,414.32,1,4.0,1
404,20240515,404,13,3,439,232.06,0,1.0,1
405,20240602,405,9,2,437,342.19,1,1.0,1
406,20241021,406,6,1,438,19.41,0,4.0,0
407,20240306,407,5,1,436,72.89,1,4.0,1
408,20250120,408,7,2,438,264.18,1,3.0,0
409,20240808,409,16,1,437,254.71,1,4.0,1
410,20241123,410,11,3,437,450.67,0,2.0,0
411,20240712,411,11,2,437,484.93,1,4.0,0
412,20240715,412,4,2,439,448.11,0,4.0,0
413,20250118,413,12,1,439,392.34,0,5.0,1
414,20250110,414,10,3,436,444.23,0,4.0,1
415,20240630,415,11,3,437,178.0,1,3.0,0
416,20240827,416,1,4,438,67.74,0,4.0,1
417,20240503,417,4,2,439,66.14,0,2.0,0
418,20241217,418,3,2,438,115.27,0,3.0,0
419,20241017,419,12,1,439,41.03,1,3.0,1
420,20240330,420,15,2,439,25.75,1,1.0,1
421,20250128,421,10,3,436,230.58,1,2.0,1
422,20241123,422,8,2,437,219.16,0,1.0,0
423,20240514,423,14,2,436,490.53,1,4.0,1
424,20240528,424,3,1,438,163.89,0,5.0,1
425,20240708,425,13,1,439,354.71,1,5.0,1
426,20240317,426,13,4,439,341.21,1,3.0,1
427,20240724,427,5,3,436,225.5,1,2.0,1
428,20240503,428,15,4,439,221.21,0,4.0,0
429,20241203,429,13,3,439,327.77,1,5.0,0
430,20250111,430,14,1,436,190.9,0,2.0,1
431,20240520,431,8,1,437,378.26,0,3.0,1
432,20240929,432,11,2,437,350.82,0,3.0,1
433,20240905,433,13,4,439,484.99,1,3.0,0
434,20240707,434,12,1,439,409.58,0,3.0,1
435,20241025,435,8,4,437,160.72,0,2.0,1
436,20241119,436,10,3,436,32.16,0,4.0,1
437,20240607,437,12,3,439,55.35,0,3.0,1
438,20241110,438,9,3,437,158.58,0,3.0,1
439,20240305,439,12,1,439,443.0,0,4.0,0
440,20240815,440,14,3,436,439.52,1,4.0,1
441,20241105,441,9,4,437,375.72,0,4.0,0
442,20250110,442,16,4,437,192.85,1,5.0,1
443,20241126,443,12,2,439,321.87,0,3.0,1
444,20240813,444,16,2,437,46.97,0,2.0,0
445,20240909,445,2,4,436,460.5,1,5.0,1
446,20240430,446,10,1,436,75.88,0,1.0,1
447,20250121,447,10,3,436,271.15,1,4.0,1
448,20240917,448,6,1,438,135.55,1,5.0,1
449,20250124,449,14,4,436,442.46,1,3.0,1
450,20240928,450,3,1,438,198.68,1,4.0,0
451,20240227,451,3,3,438,40.07,1,2.0,0
452,20240217,452,11,1,437,224.4,1,5.0,1
453,20240409,453,1,4,438,366.99,0,3.0,0
454,20241113,454,12,2,439,211.64,0,4.0,1
455,20240609,455,4,3,439,207.93,0,1.0,1
456,20241016,456,11,2,437,24.16,0,1.0,1
457,20240315,457,6,4,438,334.28,0,2.0,1
458,20241122,458,12,2,439,374.66,1,1.0,0
459,20240526,459,15,4,439,378.36,0,3.0,0
460,20241222,460,14,4,436,351.51,0,1.0,1
461,20240603,461,13,4,439,439.29,1,3.0,0
462,20250205,462,8,2,437,296.95,1,2.0,1
463,20240820,463,11,3,437,423.91,0,1.0,1
464,20240512,464,12,4,439,147.81,1,3.0,0
465,20241125,465,14,2,436,484.19,1,1.0,0
466,20240614,466,1,1,438,462.98,1,1.0,1
467,20241029,467,16,3,437,292.48,0,3.0,1
468,20240515,468,14,3,436,24.92,1,5.0,1
469,20240831,469,3,2,438,132.44,0,2.0,1
470,20241213,470,10,4,436,318.14,0,3.0,0
471,20240608,471,7,1,438,475.68,0,5.0,1
472,20240705,472,15,1,439,464.87,0,4.0,0
473,20240622,473,10,4,436,105.74,1,5.0,1
474,20241015,474,13,4,439,250.95,0,1.0,0
475,20241001,475,6,3,438,372.02,0,5.0,0
476,20240818,476,10,2,436,124.79,1,5.0,0
477,20241007,477,3,4,438,130.33,0,1.0,0
478,20250101,478,3,1,438,45.67,1,1.0,1
479,20240707,479,14,3,436,389.53,1,5.0,0
480,20240911,480,4,4,439,117.57,0,4.0,0
481,20241129,481,5,2,436,27.97,1,2.0,0
482,20240406,482,15,2,439,200.15,0,2.0,0
483,20240719,483,5,4,436,227.85,1,4.0,0
484,20241126,484,10,3,436,15.71,0,4.0,0
485,20240515,485,3,2,438,369.41,1,3.0,1
486,20240909,486,7,3,438,93.88,0,3.0,1
487,20240427,487,11,3,437,123.17,0,4.0,0
488,20240622,488,11,3,437,383.12,1,5.0,0
489,20240804,489,10,4,436,164.71,1,4.0,1
490,20240423,490,10,3,436,77.89,1,4.0,1
491,20240311,491,12,4,439,246.83,0,1.0,1
492,20240318,492,3,4,438,258.1,0,1.0,1
493,20241004,493,14,4,436,403.81,0,1.0,0
494,20240908,494,5,1,436,162.82,1,4.0,0
495,20240502,495,1,3,438,373.6,1,4.0,1
496,20240606,496,1,2,438,85.81,0,3.0,0
497,20241020,497,8,1,437,255.39,1,3.0,0
498,20240812,498,15,1,439,298.68,1,1.0,1
499,20240224,499,8,4,437,454.44,1,5.0,1
500,20241215,500,16,2,437,415.71,0,5.0,0
501,20240712,501,1,4,438,116.63,0,5.0,1
502,20240725,502,14,3,436,463.01,0,3.0,0
503,20240627,503,11,2,437,255.55,1,3.0,0
504,20241015,504,12,1,439,411.92,0,5.0,0
505,20240509,505,12,2,439,379.79,0,4.0,1
506,20241201,506,6,1,438,471.82,0,4.0,0
507,20240818,507,16,1,437,392.55,1,1.0,0
508,20241127,508,9,1,437,219.58,0,2.0,1
509,20240716,509,14,1,436,302.14,1,1.0,0
510,20240221,510,1,4,438,272.52,1,3.0,1
511,20240724,511,3,2,438,385.0,1,2.0,0
512,20240403,512,4,1,439,255.11,1,4.0,1
513,20250124,513,15,3,439,411.15,1,2.0,1
514,20241126,514,15,2,439,241.67,1,4.0,0
515,20240927,515,4,1,439,199.79,0,1.0,1
516,20241002,516,8,2,437,51.93,0,4.0,0
517,20241207,517,15,4,439,57.37,1,5.0,1
518,20240504,518,16,4,437,62.07,1,2.0,0
519,20250121,519,10,4,436,286.27,0,3.0,1
520,20240528,520,7,3,438,102.63,1,3.0,1
521,20240223,521,2,3,436,155.87,0,2.0,1
522,20240715,522,4,3,439,264.93,1,2.0,1
523,20240311,523,5,2,436,455.44,0,4.0,1
524,20240214,524,15,4,439,136.66,1,2.0,1
525,20250105,525,13,3,439,429.72,0,3.0,1
526,20240526,526,6,2,438,301.09,0,3.0,0
527,20240219,527,14,2,436,361.22,1,3.0,0
528,20241126,528,10,4,436,45.1,1,1.0,1
529,20241222,529,13,1,439,330.37,0,3.0,1
530,20240502,530,16,1,437,253.33,0,3.0,1
531,20240413,531,16,4,437,147.78,0,2.0,1
532,20240310,532,14,3,436,345.09,0,3.0,0
533,20241105,533,14,2,436,333.97,0,4.0,0
534,20240501,534,7,4,438,289.62,0,4.0,0
